	text_A	label
7260	I remember that my form 2 teacher was very fierce and dogmatic.  á My feet would tremble whenever I saw her but I had to face the fact that á I had to go for her class. 	fear
7261	One night I could not practise my violin as my family was á watching T.V with the lights off, so I wanted to listen to some á tapes.  It was dark so I asked my brother to bring me a torch, á however he scolded me.  I was so angry that I slammed my violin á on the floor.	anger
7263	At the crowded conditions of living.  I always quarrel with my á elder brother as he puts the T.V volume at a deafening level and á I can not practise my piano lessons.  Thus I feel that my home is á disgusting.	disgust
7264	I lost my temper at my mother while she was teaching me.  I felt á ashamed and sorry at having hurt my loving mother.	shame
7266	I watched a football match with my old friend.  The performance á of the team was very good and the team members were full of á spirit.  The match was excellent and every time a goal was scored á I felt excited.	joy
7267	When I got the midterm exam results, the results were below á average and were near the lowest.  I was scared of the final á exam.	fear
7268	When I came back to my hostel, my bed was full of newspapers and á dirty clothes.  My room-mate asked me to wash the clothes for him á as he had no time (this was his responsibility).  The food we á shared had been eaten up by him (I ate little).	anger
7269	My sister was impolite to my father when the family was having á lunch together at a restaurant.  She thought that our parents had á been prejudiced against her, this was an extreme thought.	sadness
7270	When I was giving private tutorials to my student; he would not á concentrate and was lazy.  He had not done the home work that I  á had assigned and his academic level was very low.  It was a á nuisance.	disgust
7273	I received a letter from a friend whom I was missing	joy
7274	I feared that I would not be able to hand in the book-report on á time as I had started working very late.  The book was difficult á to read and my teacher did not accept my work as it was handed in á late.	fear
7277	When I was studying and someone disturbed me.	disgust
7278	My teacher said that being university studets we did not have á any self-initiative or self-control.	shame
7280	I realized that a fellow member had grown spiritually.  I was the á leader of a spiritual group and had prayed for him.  He did not á want to burn the incense but his mother forced him to do it.  á Finally his mother told him that he could discontinue if he got á good results at school.	joy
7281	Looking for the toilet in a dark place.	fear
7282	I gave tutorial to a student and I found that he was lazy, he did á not pay attention to what I taught.  He did some easy questions á wrong deliberately.	anger
7283	I saw a lot of starving people in a T.V news report.	sadness
7284	Our neighbour came and gossiped, about others, with my parents.	disgust
7285	I promised a friend that I would return a book to it's owner for á him , but I forgot to do it.	shame
7288	An hour before receiving the certificate results I was very á frightened.  When I saw others crying I felt very tense and as á time went by my fear grew.	fear
7289	My classmate used her personal relations to get a seat for a á subject that I wanted also.  I had taken the pains to help him á apply and I did not get selected.  I did not like this as he had á not told me the facts earlier, he need not have lied to me.	anger
7291	During a recent meeting, Mr. A showed his excitement and á overindulged in the notes delivered.  Though his curiosity could á not be blamed, his way of accquiring knowledge was an extreme á behaviour e.g he always tried to know what I was reading and á gained everything he could.	disgust
7292	When I was doing my homework at home, some relatives came and á advised me to help my mother do the house-work.	shame
7294	When I was admitted to the Chinese universiity.	joy
7296	Something was stolen.	anger
7297	When I learnt that my close friend was going to immigrate.	sadness
7298	When the summer holiday job was almost over.	disgust
7299	During a meeting.	shame
7300	Failed to keep an appointment.	guilt
7303	My intimate girlfriend told me that her father was opposed to our á relationship  and had insulted my integrity.	anger
7306	I could not finish my homework on time.	shame
7307	After masturbation.	guilt
7308	When I finished the work that I had planned to do - my homework.	joy
7309	I was not prepared for the exam but I wanted to sleep the night á before the exam.	fear
7311	When the thing that made my friends and relatives sad happened to á them.	sadness
7312	It was a narrow and dirty passage which was located near the á market and I had to stand there to wait for people.	disgust
7316	The hero was chased by a terrible vampire in a suspense and á horror film shown on T.V.	fear
7318	One of my good friends had to migrate to America.  Our friendship á had developed quite well and it was a pity as our friendship would á fade.	sadness
7319	In a study group, a person always liked to argue on some á unimportant, irrelevant and minor points.  He tried to persuade    á others in an unfriendly way.  He was obstinate and would not accept  á other's point of view.	disgust
7320	Once my presentation was the worst among my classmates as I had á not prepared it well and had not seen it as important.  My á presentation was so confused that it clearly showed my poor á preparation.	shame
7322	I remember my religious experience.  During  a gospel camp, a few á friends of mine decided to believe in God.  The joy that I felt á at that time was more than words can express.  I blessed them and á praised God in my heart.	joy
